rodata;clube;cartao;atleta;num_camisa;posicao;minuto
15;Fortaleza;Amarelo;Emanuel Brítez;19;Zagueiro;94
15;Fortaleza;Amarelo;Marcelo da Conceição Benevenuto Malaquias;5;Zagueiro;64
15;Fortaleza;Amarelo;Caio Alexandre;8;Meio-campo;25
15;Cuiaba;Amarelo;Iury Lirio Freitas de Castilho;99;Atacante;65
15;Cuiaba;Amarelo;Deyverson;16;Atacante;40
15;Flamengo;Vermelho;Luiz Araújo;22;Atacante;97
15;Fluminense;Amarelo;John Kennedy;9;Atacante;100
15;Fluminense;Amarelo;André;7;Meio-campo;45
15;Fluminense;Amarelo;Pedro Rangel;22;Goleiro;22
15;Fluminense;Amarelo;Felipe Melo;30;Zagueiro;14
15;Flamengo;Amarelo;Gabriel Barbosa;10;Atacante;90
15;Flamengo;Amarelo;Thiago Maia;8;Meio-campo;50
15;Fluminense;Amarelo;Lima;45;Meio-campo;85
15;Fluminense;Amarelo;Germán Cano;14;Atacante;37
15;Fluminense;Amarelo;Paulo Henrique Ganso;10;Meio-campo;14
15;Flamengo;Amarelo;Filipe Luís;16;Zagueiro;101
15;Flamengo;Amarelo;André Luiz;38;Atacante;81
15;Flamengo;Amarelo;Éverton Ribeiro;7;Meio-campo;27
15;Sao Paulo;Amarelo;Michel Araújo;15;Meio-campo;92
15;Sao Paulo;Amarelo;Alisson Euler de Freitas Castro;7;Meio-campo;50
15;Santos;Amarelo;Joaquim Henrique;28;Zagueiro;70
15;Santos;Amarelo;Stiven Mendoza;20;Meio-campo;24
15;Sao Paulo;Amarelo;David Corrêa da Fonseca;22;Atacante;90
15;Santos;Amarelo;Kevyson;38;Zagueiro;86
15;Santos;Amarelo;Sandry Roberto;6;Meio-campo;35
15;Santos;Amarelo;Messias Rodrigues da Silva Júnior;24;Zagueiro;13
15;Athletico-PR;Amarelo;Thiago Heleno;44;Zagueiro;84
15;Bahia;Amarelo;Everaldo Stum;9;Atacante;63
15;Athletico-PR;Amarelo;Ivaldo;3;Zagueiro;66
15;Palmeiras;Amarelo;Gustavo Gómez;15;Zagueiro;82
15;Palmeiras;Amarelo;Gabriel Menino;25;Meio-campo;32
15;Internacional;Amarelo;Vitão;44;Zagueiro;25
15;Palmeiras;Amarelo;José Manuel Alberto López;18;Atacante;38
15;Goias;Amarelo;Lucas Halter;3;Zagueiro;94
15;Goias;Amarelo;Bruno Melo;19;Zagueiro;66
15;Atletico-MG;Amarelo;Eduardo Vargas;11;Atacante;91
15;Atletico-MG;Amarelo;Jemerson de Jesus Nascimento;34;Zagueiro;73
15;Atletico-MG;Vermelho;Guilherme Arana;13;Zagueiro;92
15;Goias;Amarelo;Allano;77;Atacante;97
15;Goias;Amarelo;Diego Gonçalves;11;Atacante;74
15;Goias;Amarelo;João Magno;45;Atacante;44
15;Atletico-MG;Amarelo;Alan Franco Palma;23;Meio-campo;84
15;Atletico-MG;Amarelo;Igor Rabello;16;Zagueiro;57
16;Palmeiras;Amarelo;José Rafael Vivian;8;Meio-campo;81
16;Fortaleza;Amarelo;Silvio Romero;18;Atacante;85
16;Fortaleza;Amarelo;José Welison;17;Meio-campo;78
16;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;9
16;Palmeiras;Amarelo;Weverton Pereira da Silva;21;Goleiro;83
16;Palmeiras;Amarelo;Joaquín Piquerez;22;Zagueiro;79
16;Fortaleza;Amarelo;Emanuel Brítez;19;Zagueiro;82
16;Fortaleza;Amarelo;Lucas Sasha;88;Meio-campo;75
16;Fortaleza;Amarelo;Marcelo da Conceição Benevenuto Malaquias;5;Zagueiro;6
16;Flamengo;Amarelo;Ayrton Lucas Dantas de Medeiros;6;Zagueiro;42
16;America-MG;Amarelo;Iago Maidana;3;Zagueiro;57
16;America-MG;Amarelo;Paulo Bóia;47;Atacante;45
16;Flamengo;Amarelo;Giorgian De Arrascaeta;14;Meio-campo;39
16;America-MG;Amarelo;Martín Benítez;10;Meio-campo;54
16;America-MG;Amarelo;Daniel Borges;20;Zagueiro;19
16;Cuiaba;Amarelo;Marllon Borges;4;Zagueiro;75
16;Sao Paulo;Amarelo;Pablo Maia;29;Meio-campo;97
16;Sao Paulo;Amarelo;Luciano da Rocha Neves;10;Atacante;60
16;Sao Paulo;Amarelo;Diego Costa;4;Zagueiro;30
16;Cuiaba;Amarelo;Jonathan Cafú;7;Atacante;47
16;Sao Paulo;Amarelo;Erison Danilo de Souza;49;Atacante;86
16;Sao Paulo;Amarelo;Jonathan Calleri;9;Atacante;47
16;Bahia;Amarelo;Ademir;7;Atacante;92
16;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;4;Zagueiro;93
16;Bahia;Amarelo;Yago Rocha;20;Meio-campo;96
16;Bahia;Amarelo;Kanu;4;Zagueiro;86
16;Corinthians;Amarelo;Murillo;34;Zagueiro;90
16;Gremio;Amarelo;Gabriel Grando;12;Goleiro;84
16;Gremio;Amarelo;Bruno Uvini;15;Zagueiro;5
16;Atletico-MG;Amarelo;Alisson Santana;45;Atacante;89
16;Atletico-MG;Amarelo;Rubens;44;Zagueiro;45
16;Gremio;Amarelo;Reinaldo Manoel da Silva;22;Meio-campo;62
16;Atletico-MG;Amarelo;Mauricio Lemos;28;Zagueiro;89
16;Atletico-MG;Amarelo;Renzo Saravia;26;Zagueiro;76
16;Bragantino;Amarelo;Natan Bernardo de Souza;4;Zagueiro;53
16;Internacional;Amarelo;Matheus Dias;41;Meio-campo;91
16;Bragantino;Amarelo;Léo Ortiz;3;Zagueiro;78
16;Bragantino;Amarelo;José Hurtado;34;Zagueiro;45
16;Internacional;Amarelo;Alan Patrick;10;Meio-campo;74
16;Cruzeiro;Amarelo;Bruno Rodrigues;9;Meio-campo;97
16;Cruzeiro;Amarelo;Gilberto Oliveira Souza Junior;21;Atacante;77
16;Goias;Amarelo;Allano;77;Atacante;97
16;Goias;Amarelo;João Magno;45;Atacante;74
16;Goias;Amarelo;Willian;12;Meio-campo;45
16;Cruzeiro;Amarelo;Luciano Castán;4;Zagueiro;84
16;Cruzeiro;Amarelo;Rafael Cabral Barbosa;1;Goleiro;28
16;Goias;Amarelo;Hugo;66;Zagueiro;91
16;Goias;Amarelo;Sander Henrique Bortolotto;6;Zagueiro;52
16;Santos;Amarelo;Alex;31;Zagueiro;91
16;Santos;Amarelo;João Lucas;13;Zagueiro;63
16;Botafogo-RJ;Amarelo;Fernando Marçal;21;Zagueiro;76
16;Santos;Amarelo;Jean Lucas Oliveira;8;Meio-campo;70
16;Botafogo-RJ;Amarelo;Matías Segovia;19;Meio-campo;89
16;Botafogo-RJ;Amarelo;Adryelson;34;Zagueiro;70
16;Athletico-PR;Vermelho;Ivaldo;3;Zagueiro;95
16;Vasco;Amarelo;Zé Vitor;44;Zagueiro;35
16;Athletico-PR;Amarelo;Fernandinho;5;Meio-campo;58
16;Vasco;Amarelo;Jair Rodrigues Júnior;8;Meio-campo;65
16;Athletico-PR;Amarelo;Lucas Esquivel;37;Zagueiro;70
16;Athletico-PR;Amarelo;Khellven;2;Meio-campo;41
16;Coritiba;Amarelo;Bruno Viana;5;Zagueiro;61
16;Fluminense;Amarelo;André;7;Meio-campo;48
16;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;17
17;Fluminense;Amarelo;Martinelli;8;Meio-campo;75
17;Fluminense;Amarelo;André;7;Meio-campo;20
17;Fluminense;Amarelo;Nino;33;Zagueiro;10
17;Santos;Amarelo;Lucas Braga Ribeiro;30;Atacante;90
17;Santos;Amarelo;José Rodolfo Pires Ribeiro;16;Zagueiro;47
17;Santos;Amarelo;Stiven Mendoza;20;Meio-campo;27
17;Fluminense;Amarelo;Germán Cano;14;Atacante;86
17;Fluminense;Amarelo;Leo Fernández;17;Meio-campo;42
17;Fluminense;Amarelo;Marlon;4;Zagueiro;18
17;Santos;Amarelo;Guilherme Camacho;29;Meio-campo;93
17;Santos;Amarelo;João Paulo;34;Goleiro;86
17;Santos;Amarelo;Rodrigo Fernández;14;Meio-campo;45
17;Cruzeiro;Amarelo;William de Asevedo Furtado;12;Zagueiro;87
17;Cruzeiro;Amarelo;Rafael Cabral Barbosa;1;Goleiro;85
17;Athletico-PR;Amarelo;Arturo Vidal;23;Meio-campo;15
17;Cruzeiro;Amarelo;Wesley Ribeiro Silva;11;Atacante;87
17;Cruzeiro;Amarelo;Helibelton Palacios;24;Zagueiro;22
17;Internacional;Amarelo;Thauan Lara;36;Zagueiro;94
17;Internacional;Amarelo;Fabricio Bustos;16;Zagueiro;60
17;Cuiaba;Amarelo;Walter Leandro Capeloza Artune;1;Goleiro;84
17;Internacional;Vermelho;Gabriel Mercado;25;Zagueiro;66
17;Internacional;Amarelo;Vitão;44;Zagueiro;81
17;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;41
17;Cuiaba;Amarelo;Raniele;14;Meio-campo;74
17;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;81
17;Bragantino;Amarelo;Gustavinho;22;Atacante;50
17;Bragantino;Amarelo;Thiago Borbas;18;Atacante;45
17;Fortaleza;Amarelo;Guilherme;29;Atacante;78
17;Bragantino;Amarelo;Lucas Evangelista;8;Meio-campo;45
17;Corinthians;Amarelo;Fausto Vera;5;Meio-campo;94
17;Corinthians;Amarelo;João Victor Andrade Caetano;14;Zagueiro;8
17;Atletico-MG;Amarelo;Éverson Felipe Marques Pires;22;Goleiro;44
17;Flamengo;Amarelo;Matheus Cunha Queiroz;25;Goleiro;94
17;Flamengo;Amarelo;Giorgian De Arrascaeta;14;Meio-campo;81
17;Flamengo;Amarelo;Filipe Luís;16;Zagueiro;15
17;Atletico-MG;Amarelo;Cristian Pavón;9;Meio-campo;45
17;Atletico-MG;Amarelo;Renzo Saravia;26;Zagueiro;19
17;Flamengo;Amarelo;Gabriel Barbosa;10;Atacante;92
17;Flamengo;Amarelo;Léo Pereira;4;Zagueiro;25
17;Bahia;Amarelo;Gabriel Xavier;3;Zagueiro;31
17;Bahia;Amarelo;Matheus Bahia Santos;79;Zagueiro;18
17;Bahia;Amarelo;Gilberto Moraes Júnior;2;Zagueiro;25
17;Bahia;Amarelo;Rafael Ratão;11;Atacante;76
17;America-MG;Amarelo;Paulo Bóia;47;Meio-campo;16
17;America-MG;Amarelo;Juninho;8;Meio-campo;76
17;Palmeiras;Amarelo;Gustavo Gómez;15;Zagueiro;37
17;Botafogo-RJ;Amarelo;Carlos Eduardo de Oliveira Alves;33;Meio-campo;60
17;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;35
17;Coritiba;Amarelo;Matheus Bianqui;17;Meio-campo;35
17;Coritiba;Amarelo;Natanael;16;Zagueiro;19
17;Goias;Amarelo;Matheus Babi;9;Atacante;96
17;Goias;Amarelo;Bruno Melo;19;Zagueiro;65
17;Gremio;Amarelo;Cuiabano;54;Meio-campo;89
17;Goias;Amarelo;Everton Morelli;40;Meio-campo;86
17;Goias;Amarelo;Bruno Santos;13;Zagueiro;62
17;Gremio;Amarelo;Ronald Falkoski;35;Meio-campo;27
18;Santos;Amarelo;Stiven Mendoza;20;Atacante;88
18;Santos;Amarelo;Lucas Rafael Araújo Lima;23;Atacante;74
18;Athletico-PR;Amarelo;Vitor Roque;9;Atacante;89
18;Santos;Amarelo;João Paulo;34;Goleiro;77
18;Athletico-PR;Amarelo;Vitor Bueno;8;Meio-campo;100
18;Fortaleza;Amarelo;Dudu;20;Zagueiro;95
18;Fortaleza;Amarelo;Caio Alexandre;8;Meio-campo;17
18;Goias;Amarelo;Lucas Eduardo Ribeiro de Souza;43;Zagueiro;44
18;Fortaleza;Amarelo;Juan Martín Lucero;9;Atacante;80
18;Internacional;Vermelho;Carlos de Pena;14;Zagueiro;92
18;Internacional;Amarelo;Johnny Cardoso;30;Meio-campo;83
18;Internacional;Amarelo;Carlos de Pena;14;Zagueiro;35
18;Corinthians;Amarelo;Ruan Oliveira;33;Meio-campo;79
18;Internacional;Amarelo;Sergio Rochet;33;Goleiro;101
18;Internacional;Amarelo;Bruno Henrique Corsini;8;Meio-campo;64
18;Corinthians;Amarelo;Roni;29;Meio-campo;92
18;Corinthians;Amarelo;Yuri Alberto;9;Atacante;38
18;Fluminense;Amarelo;Felipe Melo;30;Meio-campo;95
18;Fluminense;Amarelo;Martinelli;8;Meio-campo;83
18;Fluminense;Amarelo;John Kennedy;9;Atacante;32
18;Palmeiras;Amarelo;Vanderlan;6;Zagueiro;22
18;Fluminense;Vermelho;Leanderson da Silva Genésio;18;Atacante;89
18;Fluminense;Amarelo;Leanderson da Silva Genésio;18;Atacante;87
18;Fluminense;Amarelo;Lima;45;Meio-campo;49
18;Palmeiras;Amarelo;Weverton Pereira da Silva;21;Goleiro;89
18;Gremio;Amarelo;Reinaldo Manoel da Silva;6;Zagueiro;45
18;Vasco;Amarelo;Bruno Praxedes;21;Meio-campo;47
18;Sao Paulo;Amarelo;Pablo Maia;29;Meio-campo;80
18;Sao Paulo;Amarelo;Diego Costa;4;Zagueiro;62
18;Sao Paulo;Amarelo;Rafinha;13;Zagueiro;8
18;Atletico-MG;Amarelo;Cristian Pavón;9;Meio-campo;70
18;Atletico-MG;Amarelo;Rodrigo Battaglia;21;Meio-campo;60
18;Sao Paulo;Amarelo;Lucas Beraldo;35;Zagueiro;95
18;Sao Paulo;Amarelo;David Corrêa da Fonseca;22;Atacante;72
18;Sao Paulo;Amarelo;Rodrigo Nestor;11;Meio-campo;45
18;Atletico-MG;Amarelo;Matheus Mendes;31;Goleiro;91
18;Atletico-MG;Amarelo;Renzo Saravia;26;Zagueiro;62
18;Atletico-MG;Amarelo;Jemerson de Jesus Nascimento;34;Zagueiro;1
18;Coritiba;Amarelo;Jamerson Bahia;83;Zagueiro;74
18;Coritiba;Amarelo;Bruno Gomes;6;Meio-campo;27
18;Bragantino;Amarelo;Luan Cândido;36;Zagueiro;73
18;Bragantino;Amarelo;Vitor Hugo Naum dos Santos;28;Atacante;30
18;Coritiba;Amarelo;Andrey;7;Meio-campo;35
18;Bragantino;Amarelo;Juninho Capixaba;29;Meio-campo;90
18;Bragantino;Amarelo;José Hurtado;34;Zagueiro;42
18;Bragantino;Amarelo;Cipriano;38;Zagueiro;22
18;Cruzeiro;Amarelo;Luciano Castán;4;Zagueiro;81
18;Botafogo-RJ;Amarelo;Tiquinho Soares;9;Atacante;38
18;Botafogo-RJ;Amarelo;Fernando Marçal;21;Zagueiro;56
18;America-MG;Vermelho;Esteban Burgos;26;Zagueiro;65
18;Bahia;Amarelo;Vitor Hugo Franchescoli de Souza;31;Zagueiro;99
18;Bahia;Amarelo;Vítor Jacaré;29;Atacante;83
18;America-MG;Amarelo;Juninho;8;Meio-campo;78
18;America-MG;Amarelo;Gonzalo Mastriani;17;Atacante;65
18;Bahia;Amarelo;Léo Cittadini;18;Meio-campo;94
18;Bahia;Amarelo;Ademir;7;Meio-campo;72
18;America-MG;Amarelo;Martín Benítez;10;Meio-campo;72
18;America-MG;Amarelo;Esteban Burgos;26;Zagueiro;34
18;Cuiaba;Amarelo;Raniele;14;Meio-campo;58
18;Cuiaba;Amarelo;Uendel Pereira Gonçalves;6;Zagueiro;90
19;Botafogo-RJ;Amarelo;Janderson;39;Atacante;94
19;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;97
19;Internacional;Amarelo;Sergio Rochet;33;Goleiro;52
19;Botafogo-RJ;Amarelo;Philipe Sampaio;94;Zagueiro;99
19;Botafogo-RJ;Amarelo;Adryelson;34;Zagueiro;61
19;Internacional;Amarelo;Gabriel Girotto Franco;23;Meio-campo;63
19;Atletico-MG;Amarelo;Otávio Henrique Passos Santos;5;Meio-campo;44
19;Bahia;Vermelho;Ryan;66;Zagueiro;96
19;Atletico-MG;Amarelo;Cristian Pavón;9;Meio-campo;44
19;Bahia;Amarelo;Gabriel Teixeira;10;Atacante;72
19;America-MG;Vermelho;Daniel Borges;20;Zagueiro;94
19;Goias;Amarelo;Matheus Babi;9;Atacante;80
19;Gremio;Amarelo;Fábio Pereira da Silva;2;Zagueiro;46
19;Fluminense;Amarelo;André;7;Meio-campo;73
19;Fluminense;Amarelo;Samuel Xavier;2;Zagueiro;30
19;Gremio;Amarelo;Luis Alberto Suárez;9;Atacante;82
19;Gremio;Amarelo;Mathías Villasanti;20;Meio-campo;42
19;Fluminense;Amarelo;Daniel Sampaio Simões;55;Meio-campo;57
19;Fluminense;Amarelo;Marlon;4;Zagueiro;27
19;Corinthians;Amarelo;Fagner;23;Zagueiro;26
19;Coritiba;Amarelo;Victor Luis;26;Zagueiro;20
19;Corinthians;Amarelo;Maycon de Andrade Barberan;7;Meio-campo;94
19;Coritiba;Amarelo;Henrique Adriano Buss;3;Zagueiro;84
19;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;41
19;Santos;Amarelo;Rodrigo Fernández;14;Meio-campo;38
19;Fortaleza;Amarelo;Imanol Machuca;39;Atacante;18
19;Flamengo;Amarelo;Wesley França;43;Zagueiro;24
19;Sao Paulo;Amarelo;Alan Franco;28;Zagueiro;95
19;Sao Paulo;Amarelo;Jandrei;93;Goleiro;82
19;Sao Paulo;Amarelo;Juan Santos da Silva;31;Meio-campo;29
19;Flamengo;Amarelo;Gerson Santos da Silva;20;Meio-campo;99
19;Sao Paulo;Amarelo;Wellington Rato;27;Meio-campo;101
19;Sao Paulo;Amarelo;Rodrigo Nestor;11;Meio-campo;91
19;Sao Paulo;Amarelo;Welington;6;Zagueiro;77
19;Palmeiras;Amarelo;Gustavo Gómez;15;Zagueiro;35
19;Cruzeiro;Amarelo;Gilberto Oliveira Souza Junior;99;Atacante;81
19;Palmeiras;Amarelo;Vanderlan;6;Zagueiro;90
19;Cruzeiro;Amarelo;Helibelton Palacios;24;Zagueiro;95
19;Cruzeiro;Amarelo;Matheus Jussa;18;Meio-campo;64
19;Bragantino;Amarelo;Alerrandro Barra Mansa Realino de Souza;9;Atacante;88
19;Bragantino;Amarelo;Aderlan Silva;13;Zagueiro;31
19;Vasco;Amarelo;Gary Medel;17;Zagueiro;76
19;Vasco;Amarelo;Luca Orellano;14;Meio-campo;36
19;Bragantino;Amarelo;Juninho Capixaba;29;Zagueiro;76
19;Vasco;Amarelo;Zé Gabriel;23;Meio-campo;85
19;Vasco;Amarelo;Leo Jardim;1;Goleiro;74
19;Vasco;Amarelo;Marlon Gomes;25;Meio-campo;35
19;Athletico-PR;Amarelo;Thiago Heleno;44;Zagueiro;96
19;Athletico-PR;Amarelo;Erick Luis Conrado Carvalho;26;Meio-campo;45
19;Athletico-PR;Amarelo;Fernandinho;5;Meio-campo;34
19;Cuiaba;Amarelo;Deyverson;16;Atacante;40
19;Athletico-PR;Amarelo;Agustín Canobbio;14;Meio-campo;67
19;Athletico-PR;Amarelo;Carlos de Menezes Júnior;25;Zagueiro;40
19;Cuiaba;Amarelo;Alan Empereur;33;Zagueiro;83
19;Cuiaba;Amarelo;Rikelme;20;Zagueiro;36
20;Internacional;Amarelo;Nicolás Hernández;22;Zagueiro;98
20;Internacional;Amarelo;Sergio Rochet;33;Goleiro;12
20;Fortaleza;Amarelo;Juan Martín Lucero;9;Atacante;98
20;Fortaleza;Amarelo;Tomás Pochettino;7;Meio-campo;43
20;Fortaleza;Amarelo;José Welison;17;Meio-campo;12
20;Internacional;Amarelo;Pedro Henrique Konzen;28;Meio-campo;94
20;Internacional;Amarelo;Bruno Henrique Corsini;8;Meio-campo;12
20;Fortaleza;Amarelo;João Ricardo Riedi;1;Goleiro;65
20;Fortaleza;Amarelo;Thiago Galhardo;91;Atacante;14
20;Sao Paulo;Amarelo;Rafinha;13;Zagueiro;93
20;Sao Paulo;Amarelo;Welington;6;Zagueiro;53
20;Botafogo-RJ;Amarelo;Danilo Neves;6;Meio-campo;61
20;Sao Paulo;Amarelo;Diego Costa;4;Zagueiro;91
20;Sao Paulo;Amarelo;Luciano da Rocha Neves;10;Atacante;50
20;Botafogo-RJ;Amarelo;Leonel Di Plácido;24;Zagueiro;2
20;Cuiaba;Amarelo;Alan Empereur;33;Zagueiro;37
20;Palmeiras;Amarelo;Jhonatan dos Santos Rosa;40;Meio-campo;58
20;Palmeiras;Amarelo;Luan Garcia Teixeira;13;Zagueiro;38
20;Palmeiras;Amarelo;Joaquín Piquerez;22;Zagueiro;18
20;Cuiaba;Amarelo;Marllon Borges;4;Zagueiro;74
20;Palmeiras;Amarelo;José Rafael Vivian;8;Meio-campo;65
20;Palmeiras;Amarelo;Murilo Cerqueira;26;Zagueiro;44
20;Palmeiras;Amarelo;Raphael Cavalcante Veiga;23;Meio-campo;31
20;America-MG;Amarelo;Everaldo;37;Atacante;91
20;Fluminense;Amarelo;Jhon Arias;21;Meio-campo;91
20;Cruzeiro;Amarelo;Lucas Silva Borges;16;Meio-campo;67
20;Corinthians;Amarelo;Guilherme Biro;26;Atacante;54
20;Corinthians;Amarelo;João Victor Andrade Caetano;14;Zagueiro;45
20;Cruzeiro;Amarelo;Matheus Jussa;18;Meio-campo;77
20;Cruzeiro;Amarelo;Arthur Gomes;19;Meio-campo;25
20;Corinthians;Amarelo;Gabriel Moscardo;44;Meio-campo;49
20;Vasco;Amarelo;Gary Medel;17;Zagueiro;89
20;Vasco;Amarelo;Sergio Antonio De Luiz Junior;70;Meio-campo;57
20;Vasco;Amarelo;Paulinho;18;Meio-campo;44
20;Atletico-MG;Amarelo;Jemerson de Jesus Nascimento;34;Zagueiro;61
20;Vasco;Amarelo;Leonardo Pinheiro;3;Zagueiro;93
20;Vasco;Amarelo;Gabriel Dias;13;Zagueiro;79
20;Vasco;Amarelo;Bruno Praxedes;21;Meio-campo;54
20;Atletico-MG;Amarelo;Renzo Saravia;26;Zagueiro;65
20;Atletico-MG;Amarelo;Rodrigo Battaglia;21;Meio-campo;45
20;Bahia;Amarelo;Julio Cesar de Rezende Miranda;5;Meio-campo;55
20;Bragantino;Amarelo;Matheus Gonçalves;25;Atacante;73
20;Bragantino;Amarelo;Jadsom;5;Meio-campo;45
20;Bragantino;Amarelo;Aderlan Silva;13;Zagueiro;16
20;Bahia;Amarelo;Kanu;4;Zagueiro;13
20;Bragantino;Amarelo;José Hurtado;34;Zagueiro;50
20;Bragantino;Amarelo;Luan Patrick;30;Zagueiro;43
20;Santos;Amarelo;João Paulo;34;Goleiro;95
20;Santos;Amarelo;Yeferson Soteldo;10;Meio-campo;72
20;Santos;Amarelo;Joaquim Henrique;28;Zagueiro;16
20;Gremio;Amarelo;Gustavo Martins;53;Zagueiro;94
20;Gremio;Amarelo;Fábio Pereira da Silva;2;Zagueiro;43
20;Gremio;Vermelho;Reinaldo Manoel da Silva;6;Zagueiro;92
20;Santos;Amarelo;José Rodolfo Pires Ribeiro;16;Meio-campo;97
20;Santos;Amarelo;Julio Furch;11;Atacante;91
20;Santos;Amarelo;Marcos Leonardo;9;Atacante;64
20;Gremio;Amarelo;Bruno Alves;34;Zagueiro;95
20;Gremio;Amarelo;Rodrigo Ely;5;Zagueiro;86
20;Gremio;Amarelo;Reinaldo Manoel da Silva;6;Zagueiro;16
20;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;45
20;Flamengo;Amarelo;Gerson Santos da Silva;20;Meio-campo;65
20;Coritiba;Amarelo;Kaio César Andrade Lima;37;Atacante;86
20;Flamengo;Amarelo;Ayrton Lucas Dantas de Medeiros;6;Zagueiro;88
20;Flamengo;Amarelo;Bruno Henrique;27;Atacante;26
20;Coritiba;Amarelo;Matheus Bianqui;17;Meio-campo;49
20;Goias;Amarelo;Raphael Guzzo;5;Meio-campo;94
20;Athletico-PR;Amarelo;Agustín Canobbio;14;Meio-campo;95
20;Athletico-PR;Amarelo;Fernandinho;5;Meio-campo;57
20;Goias;Amarelo;Bruno Melo;19;Zagueiro;89
20;Athletico-PR;Amarelo;Erick Luis Conrado Carvalho;26;Meio-campo;80
20;Athletico-PR;Amarelo;Arturo Vidal;23;Meio-campo;18
21;Flamengo;Amarelo;Wesley França;43;Zagueiro;66
21;Internacional;Amarelo;Enner Valencia;13;Atacante;95
21;Internacional;Amarelo;Matheus Dias;41;Atacante;36
21;Flamengo;Amarelo;Erick Pulgar;5;Meio-campo;42
21;Internacional;Amarelo;Johnny Cardoso;30;Meio-campo;86
21;Internacional;Amarelo;Hugo Mallo;2;Zagueiro;29
21;Corinthians;Amarelo;Bruno Méndez;25;Zagueiro;93
21;Corinthians;Amarelo;Léo Mana;13;Zagueiro;13
21;Corinthians;Amarelo;Lucas Veríssimo;3;Zagueiro;80
21;Goias;Amarelo;Anderson de Oliveira da Silva;70;Atacante;84
21;Bragantino;Amarelo;Juninho Capixaba;29;Zagueiro;93
21;Bragantino;Amarelo;Thiago Borbas;18;Atacante;43
21;Cuiaba;Amarelo;Filipe Augusto Carvalho Souza;5;Meio-campo;86
21;Cuiaba;Amarelo;Marllon Borges;4;Zagueiro;43
21;Bragantino;Amarelo;Léo Realpe;2;Zagueiro;85
21;Bragantino;Amarelo;Yani Quintero;14;Meio-campo;35
21;Cuiaba;Amarelo;Raniele;14;Meio-campo;69
21;Botafogo-RJ;Amarelo;Diego Costa;19;Atacante;18
21;Bahia;Amarelo;Cauly;8;Meio-campo;27
21;Botafogo-RJ;Amarelo;Janderson;39;Atacante;79
21;Bahia;Amarelo;Yago Rocha;20;Meio-campo;85
21;Bahia;Amarelo;Vinicius Mingotti;21;Atacante;23
21;America-MG;Vermelho;Wellington Paulista;9;Atacante;102
21;Sao Paulo;Vermelho;Robert Arboleda;5;Zagueiro;74
21;America-MG;Amarelo;Iago Maidana;3;Zagueiro;79
21;America-MG;Amarelo;Felipe Azevedo;11;Atacante;33
21;Sao Paulo;Amarelo;Matheus Belém;44;Zagueiro;36
21;America-MG;Vermelho;Gonzalo Mastriani;17;Atacante;73
21;America-MG;Amarelo;Juninho;8;Meio-campo;80
21;America-MG;Amarelo;Breno;28;Meio-campo;66
21;America-MG;Amarelo;Emmanuel Martínez;5;Meio-campo;19
21;Atletico-MG;Amarelo;Hulk;7;Atacante;99
21;Atletico-MG;Amarelo;Mariano;25;Zagueiro;72
21;Atletico-MG;Amarelo;Otávio Henrique Passos Santos;5;Meio-campo;38
21;Santos;Amarelo;Douglas Moreira;19;Meio-campo;86
21;Atletico-MG;Amarelo;Mauricio Lemos;28;Zagueiro;97
21;Atletico-MG;Amarelo;Rodrigo Battaglia;21;Meio-campo;45
21;Santos;Amarelo;Lucas Braga Ribeiro;30;Atacante;92
21;Palmeiras;Amarelo;Richard Ríos;27;Meio-campo;56
21;Vasco;Amarelo;Zé Gabriel;23;Meio-campo;64
21;Palmeiras;Amarelo;Luan Garcia Teixeira;13;Zagueiro;97
21;Vasco;Amarelo;Paulinho;18;Meio-campo;99
21;Vasco;Amarelo;Robson Bambu;30;Zagueiro;48
21;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;80
21;Fortaleza;Amarelo;Mário Sérgio Santos Costa;12;Meio-campo;65
21;Coritiba;Amarelo;Reynaldo Cesar Moraes;4;Zagueiro;54
21;Coritiba;Amarelo;Matheus Bianqui;17;Meio-campo;45
21;Coritiba;Amarelo;Jamerson Bahia;83;Zagueiro;22
21;Fortaleza;Amarelo;Gonzalo Escobar;33;Zagueiro;71
21;Coritiba;Amarelo;Hayner;2;Zagueiro;73
21;Coritiba;Amarelo;Sebastián Gómez;19;Meio-campo;45
21;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;40
21;Athletico-PR;Amarelo;Arturo Vidal;23;Meio-campo;37
21;Fluminense;Amarelo;Yony González;15;Meio-campo;50
21;Fluminense;Amarelo;Lima;45;Atacante;10
21;Athletico-PR;Vermelho;Vinicius Kauê;21;Zagueiro;22
21;Athletico-PR;Amarelo;Agustín Canobbio;14;Meio-campo;44
