rodata;clube;cartao;atleta;num_camisa;posicao;minuto
29;Bragantino;Amarelo;Léo Ortiz;3;Zagueiro;34
29;Atletico-MG;Amarelo;Éverson Felipe Marques Pires;22;Goleiro;83
29;Atletico-MG;Amarelo;Otávio Henrique Passos Santos;5;Meio-campo;44
29;America-MG;Amarelo;Nicolas;30;Zagueiro;93
29;Fluminense;Amarelo;Paulo Henrique Ganso;10;Meio-campo;67
29;Fluminense;Amarelo;Marlon;4;Zagueiro;26
29;Goias;Amarelo;Guilherme;60;Meio-campo;19
29;Fluminense;Amarelo;André;7;Meio-campo;89
29;Fluminense;Amarelo;Germán Cano;14;Atacante;52
29;Goias;Amarelo;Julián Palacios;10;Atacante;51
29;Palmeiras;Amarelo;Endrick;9;Atacante;44
29;Sao Paulo;Amarelo;Wellington Rato;27;Meio-campo;79
29;Sao Paulo;Amarelo;Lucas Beraldo;35;Zagueiro;25
29;Palmeiras;Amarelo;Raphael Cavalcante Veiga;23;Meio-campo;45
29;Palmeiras;Amarelo;José Rafael Vivian;8;Meio-campo;21
29;Sao Paulo;Amarelo;Rafinha;13;Zagueiro;45
29;Sao Paulo;Vermelho;Rafinha;13;Zagueiro;61
29;Cruzeiro;Amarelo;Lucas Silva Borges;16;Meio-campo;27
29;Bahia;Amarelo;Camilo Cándido;38;Zagueiro;63
29;Cruzeiro;Amarelo;Machado;23;Meio-campo;75
29;Bahia;Amarelo;Cauly;8;Meio-campo;90
29;Gremio;Amarelo;Aldemir Ferreira;10;Atacante;47
29;Flamengo;Amarelo;Éverton Ribeiro;7;Meio-campo;90
29;Flamengo;Amarelo;Léo Pereira;4;Zagueiro;64
29;Gremio;Amarelo;Pedro Geromel;3;Zagueiro;78
29;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;26
29;Flamengo;Amarelo;Luiz Araújo;31;Atacante;84
29;Flamengo;Amarelo;Erick Pulgar;5;Meio-campo;24
29;Cuiaba;Amarelo;Fernando Sobral;88;Meio-campo;45
29;Corinthians;Amarelo;Fábio Santos;6;Zagueiro;97
29;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;4;Zagueiro;99
29;Corinthians;Amarelo;Bruno Méndez;25;Zagueiro;75
29;Vasco;Amarelo;Erick Marcus;16;Atacante;88
29;Vasco;Amarelo;Zé Gabriel;23;Meio-campo;37
29;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;80
29;Internacional;Amarelo;Wanderson;11;Meio-campo;51
29;Vasco;Vermelho;Erick Marcus;16;Atacante;95
29;Vasco;Amarelo;Paulinho;18;Meio-campo;48
29;Internacional;Amarelo;Carlos de Pena;14;Meio-campo;97
29;Internacional;Amarelo;Sergio Rochet;33;Goleiro;59
29;Vasco;Vermelho;Paulinho;18;Meio-campo;91
29;Santos;Amarelo;Joaquim Henrique;28;Zagueiro;42
29;Coritiba;Amarelo;Matheus Bianqui;17;Meio-campo;60
29;Coritiba;Amarelo;Willian Farias;8;Meio-campo;8
29;Coritiba;Vermelho;Willian Farias;8;Meio-campo;38
29;Santos;Amarelo;Julio Furch;11;Atacante;86
29;Coritiba;Amarelo;Fransérgio;15;Meio-campo;71
29;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;36
30;Gremio;Amarelo;Pepê;23;Meio-campo;75
30;Gremio;Amarelo;Gabriel Grando;12;Goleiro;90
30;Bahia;Amarelo;Everaldo Stum;9;Atacante;77
30;Bahia;Amarelo;Nicolás Acevedo;26;Meio-campo;9
30;Palmeiras;Amarelo;Fabinho;35;Meio-campo;50
30;Bahia;Amarelo;Kanu;4;Zagueiro;45
30;Bahia;Vermelho;Nicolás Acevedo;26;Meio-campo;90
30;Atletico-MG;Amarelo;Rubens;44;Meio-campo;52
30;Fluminense;Amarelo;Leanderson da Silva Genésio;18;Atacante;49
30;Atletico-MG;Amarelo;Jemerson de Jesus Nascimento;34;Zagueiro;59
30;Athletico-PR;Amarelo;Hugo Moura;17;Meio-campo;57
30;Sao Paulo;Amarelo;Luciano da Rocha Neves;10;Meio-campo;68
30;Sao Paulo;Amarelo;Erison Danilo de Souza;49;Atacante;24
30;Sao Paulo;Amarelo;Rafael Pires Monteiro;23;Goleiro;93
30;Sao Paulo;Amarelo;Nathan;45;Zagueiro;55
30;Sao Paulo;Amarelo;Pablo Maia;29;Meio-campo;17
30;Goias;Amarelo;Julián Palacios;10;Meio-campo;61
30;Vasco;Amarelo;Cauan Barros;88;Meio-campo;86
30;Vasco;Amarelo;Jair Rodrigues Júnior;8;Meio-campo;41
30;Vasco;Vermelho;Pablo Vegetti;99;Atacante;90
30;Goias;Amarelo;Bruno Melo;19;Zagueiro;24
30;Vasco;Amarelo;Maicon Pereira Roque;4;Zagueiro;77
30;Vasco;Amarelo;Pablo Vegetti;99;Atacante;24
30;Internacional;Amarelo;Keiller;1;Goleiro;99
30;Internacional;Amarelo;Alan Patrick;10;Meio-campo;74
30;Internacional;Amarelo;Maurício Magalhães Prado;27;Meio-campo;69
30;Internacional;Amarelo;Enner Valencia;13;Atacante;35
30;Coritiba;Amarelo;Hayner;2;Zagueiro;91
30;Coritiba;Amarelo;Natanael;16;Zagueiro;55
30;Internacional;Amarelo;Johnny Cardoso;30;Meio-campo;86
30;Internacional;Amarelo;Pedro Henrique Konzen;28;Atacante;72
30;Internacional;Amarelo;Charles Aránguiz;20;Meio-campo;45
30;Coritiba;Amarelo;Reynaldo Cesar Moraes;4;Zagueiro;100
30;Coritiba;Amarelo;Marcelino Moreno;10;Meio-campo;78
30;Coritiba;Amarelo;Matheus Bianqui;17;Meio-campo;45
30;Internacional;Vermelho;Vitão;44;Zagueiro;9
30;Corinthians;Amarelo;Matías Rojas;10;Meio-campo;91
30;Corinthians;Amarelo;Fábio Santos;6;Zagueiro;72
30;Corinthians;Amarelo;Gabriel Moscardo;44;Meio-campo;63
30;Santos;Amarelo;Marcos Leonardo;9;Atacante;100
30;Corinthians;Amarelo;Bruno Méndez;25;Zagueiro;82
30;Corinthians;Amarelo;Giuliano Victor de Paula;20;Meio-campo;67
30;Corinthians;Amarelo;Fausto Vera;5;Meio-campo;35
30;Santos;Amarelo;Tomás Rincón;25;Meio-campo;28
30;Botafogo-RJ;Amarelo;Víctor Cuesta;15;Zagueiro;45
30;Cuiaba;Amarelo;Walter Leandro Capeloza Artune;1;Goleiro;78
30;Cuiaba;Amarelo;Lucas Mineiro;31;Meio-campo;45
30;Cuiaba;Amarelo;Raniele;14;Meio-campo;96
30;Cuiaba;Amarelo;Denilson;27;Meio-campo;50
30;Cuiaba;Amarelo;Alan Empereur;33;Zagueiro;28
31;Bahia;Amarelo;Gilberto Moraes Júnior;2;Zagueiro;48
31;Fluminense;Amarelo;David Braz;44;Zagueiro;90
31;Bahia;Amarelo;Kanu;4;Zagueiro;90
31;Fluminense;Amarelo;Leo Fernández;17;Meio-campo;92
31;Fluminense;Amarelo;Thiago dos Santos;29;Zagueiro;21
31;America-MG;Amarelo;Alexandre Egea;16;Meio-campo;94
31;America-MG;Amarelo;Danilo Avelar;22;Zagueiro;76
31;Corinthians;Amarelo;Yuri Alberto;9;Atacante;66
31;Athletico-PR;Amarelo;Vitor Bueno;8;Meio-campo;58
31;Athletico-PR;Amarelo;Tomás Cuello;28;Meio-campo;62
31;Flamengo;Amarelo;Gabriel Barbosa;10;Atacante;50
31;Santos;Amarelo;Rodrigo Fernández;14;Meio-campo;65
31;Flamengo;Vermelho;Bruno Henrique;27;Meio-campo;95
31;Santos;Vermelho;Lucas Braga Ribeiro;30;Zagueiro;90
31;Flamengo;Amarelo;Bruno Henrique;27;Meio-campo;95
31;Santos;Amarelo;Lucas Braga Ribeiro;30;Zagueiro;75
31;Flamengo;Vermelho;Gerson Santos da Silva;20;Meio-campo;42
31;Coritiba;Amarelo;Marcelino Moreno;10;Meio-campo;74
31;Gremio;Amarelo;Fábio Pereira da Silva;2;Meio-campo;11
31;Coritiba;Amarelo;Islam Slimani;9;Atacante;78
31;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;78
31;Coritiba;Vermelho;Islam Slimani;9;Atacante;85
31;Fortaleza;Amarelo;Gonzalo Escobar;33;Zagueiro;51
31;Fortaleza;Amarelo;Pedro Rocha Neves;32;Atacante;88
31;Botafogo-RJ;Amarelo;Marlon Freitas;17;Meio-campo;97
31;Botafogo-RJ;Amarelo;Danilo Neves;6;Meio-campo;80
31;Botafogo-RJ;Amarelo;Víctor Cuesta;15;Zagueiro;33
31;Palmeiras;Amarelo;Artur Victor Guimarães;14;Atacante;87
31;Palmeiras;Amarelo;Rony;10;Atacante;80
31;Botafogo-RJ;Amarelo;Leonel Di Plácido;24;Zagueiro;99
31;Botafogo-RJ;Amarelo;Fernando Marçal;21;Zagueiro;83
31;Botafogo-RJ;Amarelo;Tiquinho Soares;9;Atacante;69
31;Palmeiras;Amarelo;Murilo Cerqueira;26;Zagueiro;100
31;Palmeiras;Amarelo;Gustavo Gómez;15;Zagueiro;80
31;Palmeiras;Amarelo;Mayke;12;Meio-campo;11
31;Botafogo-RJ;Vermelho;Adryelson;34;Zagueiro;76
31;Cuiaba;Amarelo;Matheus Alexandre Anastácio de Souza;2;Zagueiro;96
31;Vasco;Amarelo;Paulo;96;Zagueiro;18
31;Cuiaba;Amarelo;Raniele;14;Meio-campo;73
31;Goias;Amarelo;Hugo;66;Zagueiro;59
31;Bragantino;Amarelo;Marcos Vinicios;27;Atacante;88
31;Bragantino;Amarelo;Jadsom;5;Meio-campo;65
31;Goias;Amarelo;Julián Palacios;10;Meio-campo;93
31;Goias;Amarelo;Lucas Halter;3;Zagueiro;47
31;Bragantino;Amarelo;Cleiton Schwengber;1;Goleiro;76
31;Cruzeiro;Amarelo;Rafael Elias;40;Atacante;74
31;Cruzeiro;Amarelo;William de Asevedo Furtado;12;Zagueiro;49
31;Cruzeiro;Vermelho;Anderson;98;Goleiro;56
31;Sao Paulo;Amarelo;Lucas Beraldo;35;Zagueiro;72
31;Cruzeiro;Amarelo;Anderson;98;Goleiro;56
32;Gremio;Amarelo;Walter Kannemann;4;Zagueiro;22
32;Bahia;Amarelo;Neuciano Gusmão;40;Meio-campo;64
32;Bahia;Amarelo;David Duarte;33;Zagueiro;31
32;Gremio;Amarelo;Natã;36;Zagueiro;90
32;Bahia;Amarelo;Cauly;8;Meio-campo;81
32;Bahia;Amarelo;Thaciano;16;Meio-campo;45
32;America-MG;Amarelo;Danilo Avelar;22;Zagueiro;28
32;Atletico-MG;Amarelo;Matías Zaracho;15;Meio-campo;69
32;Atletico-MG;Vermelho;Hulk;7;Atacante;97
32;America-MG;Amarelo;Alexandre Egea;16;Meio-campo;33
32;Atletico-MG;Amarelo;Hulk;7;Atacante;96
32;America-MG;Vermelho;Alexandre Egea;16;Meio-campo;73
32;Palmeiras;Amarelo;José Rafael Vivian;8;Meio-campo;78
32;Athletico-PR;Amarelo;Christian Roberto Alves Cardoso;88;Meio-campo;92
32;Athletico-PR;Amarelo;Thiago Heleno;44;Zagueiro;37
32;Palmeiras;Amarelo;Jhonatan dos Santos Rosa;40;Meio-campo;94
32;Palmeiras;Amarelo;Luan Garcia Teixeira;13;Zagueiro;14
32;Athletico-PR;Amarelo;Carlos de Menezes Júnior;25;Zagueiro;51
32;Athletico-PR;Amarelo;Lucas Esquivel;37;Meio-campo;15
32;Cruzeiro;Amarelo;Bruno Rodrigues;9;Atacante;74
32;Internacional;Amarelo;Fabricio Bustos;16;Zagueiro;56
32;Cruzeiro;Amarelo;Matheus Jussa;18;Meio-campo;61
32;Fortaleza;Amarelo;Imanol Machuca;39;Meio-campo;42
32;Flamengo;Amarelo;Filipe Luís;16;Zagueiro;57
32;Flamengo;Amarelo;Erick Pulgar;5;Meio-campo;62
32;Flamengo;Amarelo;Thiago Maia;8;Meio-campo;41
32;Corinthians;Amarelo;Gustavo Mosquito;19;Atacante;78
32;Bragantino;Amarelo;Hélio Junio Nunes de Castro;11;Meio-campo;61
32;Corinthians;Amarelo;Fagner;23;Zagueiro;69
32;Coritiba;Amarelo;Natanael;16;Zagueiro;94
32;Coritiba;Amarelo;Henrique Adriano Buss;3;Zagueiro;18
32;Goias;Amarelo;Guilherme;60;Meio-campo;75
32;Coritiba;Amarelo;Willian Farias;8;Meio-campo;27
32;Goias;Amarelo;Allano;77;Atacante;94
32;Goias;Amarelo;Everton Morelli;40;Meio-campo;64
32;Vasco;Amarelo;Paulinho;18;Meio-campo;80
32;Botafogo-RJ;Amarelo;Tiquinho Soares;9;Atacante;79
32;Botafogo-RJ;Amarelo;Danilo Barbosa da Silva;5;Meio-campo;56
32;Vasco;Amarelo;Gary Medel;17;Zagueiro;61
32;Botafogo-RJ;Amarelo;Diego Costa;19;Atacante;61
32;Botafogo-RJ;Amarelo;Fernando Marçal;21;Zagueiro;45
32;Santos;Amarelo;Douglas Moreira;19;Meio-campo;90
32;Cuiaba;Amarelo;Denilson;27;Meio-campo;31
32;Cuiaba;Amarelo;Fernando Sobral;88;Meio-campo;86
33;Internacional;Amarelo;Bruno Henrique Corsini;8;Meio-campo;75
33;Fluminense;Amarelo;Alexsander;5;Meio-campo;45
33;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;75
33;Fluminense;Amarelo;Guga;23;Zagueiro;93
33;Coritiba;Amarelo;Sebastián Gómez;19;Meio-campo;48
33;Athletico-PR;Amarelo;Erick Luis Conrado Carvalho;26;Zagueiro;92
33;Sao Paulo;Amarelo;Juan Santos da Silva;31;Atacante;34
33;Bragantino;Amarelo;Hélio Junio Nunes de Castro;11;Meio-campo;40
33;Sao Paulo;Amarelo;Gabriel Neves;20;Meio-campo;77
33;Bragantino;Amarelo;Lucas Evangelista;8;Meio-campo;65
33;Palmeiras;Amarelo;Vanderlan;6;Zagueiro;89
33;Palmeiras;Vermelho;Gustavo Gómez;15;Zagueiro;48
33;Flamengo;Amarelo;Pedro;9;Atacante;16
33;Goias;Amarelo;Guilherme;60;Meio-campo;25
33;Goias;Amarelo;Matheus Babi;9;Atacante;38
33;Santos;Amarelo;Lucas Rafael Araújo Lima;23;Meio-campo;92
33;Corinthians;Amarelo;Fábio Santos;6;Zagueiro;88
33;Atletico-MG;Amarelo;Pedrinho;38;Meio-campo;70
33;Atletico-MG;Amarelo;Éverson Felipe Marques Pires;22;Goleiro;19
33;Atletico-MG;Amarelo;Igor Rabello;16;Zagueiro;85
33;Atletico-MG;Amarelo;Jemerson de Jesus Nascimento;34;Zagueiro;22
33;Gremio;Amarelo;Felipe Carballo;8;Meio-campo;25
33;Gremio;Amarelo;João Pedro Maturano dos Santos;18;Zagueiro;79
33;Cuiaba;Amarelo;Jonathan Cafú;7;Atacante;36
33;Cuiaba;Amarelo;Rikelme;20;Meio-campo;85
33;Bahia;Amarelo;Julio Cesar de Rezende Miranda;5;Meio-campo;80
33;Cuiaba;Amarelo;Allyson Aires dos Santos;34;Zagueiro;43
33;Bahia;Vermelho;Camilo Cándido;38;Zagueiro;20
34;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;85
34;Coritiba;Amarelo;Marcelino Moreno;10;Meio-campo;72
34;Cruzeiro;Amarelo;Neris;27;Zagueiro;95
34;Cruzeiro;Amarelo;Ian Luccas;20;Meio-campo;73
34;Coritiba;Amarelo;Reynaldo Cesar Moraes;4;Zagueiro;83
34;Coritiba;Amarelo;Thalisson Gabriel;14;Zagueiro;28
34;Cruzeiro;Amarelo;Machado;23;Meio-campo;88
34;Cruzeiro;Amarelo;Matheus Jussa;18;Meio-campo;67
34;Flamengo;Amarelo;Erick Pulgar;5;Meio-campo;66
34;Fluminense;Amarelo;Alexsander;5;Meio-campo;81
34;Fluminense;Amarelo;Jhon Arias;21;Meio-campo;22
34;Fluminense;Vermelho;Nino;33;Zagueiro;96
34;Fluminense;Amarelo;John Kennedy;9;Atacante;94
34;Fluminense;Amarelo;Paulo Henrique Ganso;10;Meio-campo;35
34;Flamengo;Vermelho;Gabriel Barbosa;10;Atacante;96
34;Internacional;Amarelo;Alan Patrick;10;Meio-campo;68
34;Palmeiras;Amarelo;Murilo Cerqueira;26;Zagueiro;36
34;Internacional;Amarelo;Charles Aránguiz;20;Meio-campo;14
34;Bragantino;Amarelo;Matheus Fernandes;35;Meio-campo;81
34;Botafogo-RJ;Amarelo;Diego Hernández;77;Meio-campo;86
34;Bragantino;Amarelo;Léo Realpe;2;Zagueiro;26
34;Gremio;Amarelo;Mathías Villasanti;20;Meio-campo;45
34;Corinthians;Amarelo;Fagner;23;Meio-campo;95
34;Corinthians;Amarelo;Ángel Romero;11;Atacante;48
34;Corinthians;Amarelo;João Victor Andrade Caetano;14;Zagueiro;15
34;Corinthians;Vermelho;Bruno Méndez;25;Zagueiro;10
34;Gremio;Amarelo;Luis Alberto Suárez;9;Atacante;97
34;Corinthians;Amarelo;Ruan Oliveira;33;Meio-campo;99
34;Corinthians;Amarelo;Lucas Veríssimo;3;Zagueiro;74
34;Corinthians;Amarelo;Maycon de Andrade Barberan;7;Meio-campo;42
34;Gremio;Vermelho;Bruno Alves;34;Zagueiro;81
34;Sao Paulo;Amarelo;Wellington Rato;27;Meio-campo;45
34;Sao Paulo;Amarelo;Rafinha;13;Zagueiro;61
34;America-MG;Amarelo;Lucas Kal;21;Meio-campo;66
34;Vasco;Amarelo;Paulo;96;Zagueiro;57
34;Goias;Amarelo;Everton Morelli;40;Meio-campo;78
34;Atletico-MG;Amarelo;Matheus Mendes;31;Goleiro;88
34;Goias;Amarelo;Lucas Halter;3;Zagueiro;31
34;Atletico-MG;Vermelho;Igor Rabello;16;Zagueiro;54
34;Fortaleza;Amarelo;João Ricardo Riedi;1;Goleiro;90
34;Cuiaba;Amarelo;Deyverson;16;Atacante;42
34;Fortaleza;Amarelo;Imanol Machuca;39;Meio-campo;80
34;Bahia;Amarelo;Kanu;4;Zagueiro;80
34;Bahia;Amarelo;David Duarte;33;Zagueiro;65
34;Athletico-PR;Amarelo;Agustín Canobbio;14;Atacante;71
34;Athletico-PR;Amarelo;Hugo Moura;17;Meio-campo;29
34;Bahia;Amarelo;Everaldo Stum;9;Atacante;77
34;Athletico-PR;Amarelo;Fernandinho;5;Meio-campo;73
34;Athletico-PR;Amarelo;Carlos de Menezes Júnior;25;Zagueiro;46
30;Fortaleza;Amarelo;José Welison;17;Meio-campo;15
30;Cruzeiro;Amarelo;Japa;77;Meio-campo;65
32;Fluminense;Amarelo;Martinelli;8;Meio-campo;47
32;Fluminense;Amarelo;Paulo Henrique Ganso;10;Meio-campo;20
32;Sao Paulo;Amarelo;Nathan;45;Zagueiro;96
32;Sao Paulo;Amarelo;Rafinha;13;Zagueiro;28
32;Sao Paulo;Amarelo;Lucas Beraldo;35;Zagueiro;9
32;Fluminense;Amarelo;Alexsander;5;Meio-campo;97
32;Fluminense;Amarelo;Germán Cano;14;Atacante;28
32;Fluminense;Amarelo;Marcelo Vieira da Silva Júnior;12;Zagueiro;17
32;Sao Paulo;Amarelo;David Corrêa da Fonseca;22;Meio-campo;60
32;Sao Paulo;Amarelo;Diego Costa;4;Zagueiro;20
32;Sao Paulo;Vermelho;Gabriel Neves;20;Meio-campo;29
33;Vasco;Vermelho;Rossicley Pereira da Silva;31;Meio-campo;86
33;Cruzeiro;Amarelo;Arthur Gomes;19;Meio-campo;26
29;Fortaleza;Amarelo;Bruno Pacheco;6;Zagueiro;76
29;Botafogo-RJ;Amarelo;Diego Costa;19;Atacante;91
29;Botafogo-RJ;Amarelo;Júnior Santos;37;Meio-campo;17
29;Fortaleza;Amarelo;Cristian Chagas Tarouco;4;Zagueiro;89
29;Botafogo-RJ;Amarelo;Danilo Neves;6;Meio-campo;92
29;Botafogo-RJ;Amarelo;Hugo;16;Zagueiro;25
30;Flamengo;Amarelo;Ayrton Lucas Dantas de Medeiros;6;Zagueiro;66
30;Flamengo;Amarelo;Thiago Maia;8;Meio-campo;36
30;Bragantino;Amarelo;Hélio Junio Nunes de Castro;11;Meio-campo;55
30;Bragantino;Amarelo;Juninho Capixaba;29;Zagueiro;21
30;Bragantino;Vermelho;Thiago Borbas;18;Atacante;87
30;Flamengo;Amarelo;Fabrício Bruno;15;Zagueiro;55
30;Flamengo;Amarelo;Matheuzinho;34;Zagueiro;15
30;Bragantino;Amarelo;Luan Cândido;36;Zagueiro;47
35;Corinthians;Amarelo;Renato Augusto;8;Meio-campo;30
35;Bahia;Amarelo;Gilberto Moraes Júnior;2;Zagueiro;64
35;Bahia;Amarelo;Vitor Hugo Franchescoli de Souza;31;Zagueiro;45
35;Corinthians;Amarelo;Carlos Gilberto do Nascimento Silva;4;Zagueiro;27
35;Bahia;Amarelo;Thaciano;16;Atacante;50
35;Vasco;Amarelo;Robson Bambu;30;Zagueiro;91
35;Vasco;Amarelo;Leonardo Pinheiro;3;Zagueiro;62
35;Athletico-PR;Amarelo;Tomás Cuello;28;Meio-campo;45
35;Vasco;Amarelo;Marlon Gomes;25;Meio-campo;75
35;Vasco;Amarelo;Maicon Pereira Roque;4;Zagueiro;54
35;Fluminense;Amarelo;Lima;45;Meio-campo;45
35;Coritiba;Amarelo;Sebastián Gómez;19;Meio-campo;61
35;Fluminense;Amarelo;Felipe Melo;30;Zagueiro;22
35;Coritiba;Amarelo;Diogo de Oliveira Barbosa;18;Atacante;55
35;Atletico-MG;Amarelo;Mauricio Lemos;28;Zagueiro;45
35;Gremio;Amarelo;Fábio Pereira da Silva;2;Meio-campo;84
35;Atletico-MG;Amarelo;Edenílson Andrade dos Santos;8;Meio-campo;36
35;Gremio;Amarelo;Luis Alberto Suárez;9;Atacante;50
35;Botafogo-RJ;Amarelo;Danilo Barbosa da Silva;5;Zagueiro;88
35;Santos;Amarelo;Lucas Rafael Araújo Lima;23;Meio-campo;94
35;Santos;Amarelo;Gustavo Nonato;7;Meio-campo;24
35;Botafogo-RJ;Amarelo;Gabriel Appelt Pires;14;Meio-campo;78
35;Santos;Amarelo;Jean Lucas Oliveira;8;Meio-campo;59
35;Internacional;Amarelo;Renê Rodrigues Martins;6;Zagueiro;85
35;Internacional;Amarelo;Rômulo Zwarg;40;Meio-campo;65
35;Bragantino;Amarelo;Jadsom;5;Meio-campo;95
35;Bragantino;Amarelo;Luan Cândido;36;Zagueiro;92
35;Bragantino;Amarelo;Lucas Evangelista;8;Meio-campo;33
35;Internacional;Amarelo;Luiz Adriano;9;Atacante;90
35;Internacional;Amarelo;Maurício Magalhães Prado;27;Meio-campo;69
35;Internacional;Amarelo;Gabriel Mercado;25;Zagueiro;39
35;Bragantino;Amarelo;Léo Ortiz;3;Zagueiro;94
35;Bragantino;Amarelo;Gustavinho;22;Atacante;80
35;America-MG;Amarelo;Martín Benítez;10;Meio-campo;74
35;America-MG;Amarelo;Marlon;6;Zagueiro;5
35;Flamengo;Amarelo;Erick Pulgar;5;Meio-campo;53
35;Flamengo;Amarelo;Bruno Henrique;27;Meio-campo;45
35;America-MG;Amarelo;Everaldo;37;Meio-campo;76
35;America-MG;Amarelo;Emmanuel Martínez;5;Meio-campo;31
35;Flamengo;Amarelo;Matheuzinho;34;Zagueiro;68
35;Flamengo;Amarelo;Ayrton Lucas Dantas de Medeiros;6;Zagueiro;47
35;Sao Paulo;Amarelo;Robert Arboleda;5;Zagueiro;71
35;Sao Paulo;Amarelo;Erison Danilo de Souza;49;Atacante;94
35;Fortaleza;Amarelo;Bruno Pacheco;6;Zagueiro;14
35;Palmeiras;Amarelo;Mayke;12;Meio-campo;74
35;Palmeiras;Vermelho;Gustavo Gómez;15;Zagueiro;59
35;Fortaleza;Amarelo;Mário Sérgio Santos Costa;12;Atacante;97
35;Palmeiras;Amarelo;Gustavo Garcia;32;Zagueiro;75
35;Goias;Amarelo;Magno Jose da Silva;2;Zagueiro;46
35;Cruzeiro;Amarelo;Anderson;98;Goleiro;86
35;Cruzeiro;Amarelo;Matheus Pereira;96;Meio-campo;45
35;Goias;Amarelo;Apodi;22;Atacante;93
35;Goias;Amarelo;Bruno Melo;19;Zagueiro;45
35;Cruzeiro;Amarelo;Marlon Rodrigues Xavier;3;Zagueiro;86
36;Vasco;Amarelo;Lucas Piton;6;Zagueiro;76
36;Corinthians;Amarelo;Carlos Miguel;22;Goleiro;95
36;Vasco;Amarelo;Pablo Vegetti;99;Atacante;98
36;Vasco;Amarelo;Manuel Capasso;22;Zagueiro;68
36;Corinthians;Amarelo;Yuri Alberto;9;Atacante;68
36;Santos;Amarelo;Rodrigo Fernández;14;Meio-campo;45
36;Fluminense;Amarelo;Germán Cano;14;Atacante;85
36;Fluminense;Amarelo;Thiago dos Santos;29;Zagueiro;44
36;Santos;Amarelo;Douglas Moreira;19;Meio-campo;14
36;Fluminense;Amarelo;Guga;23;Zagueiro;82
36;Flamengo;Amarelo;Gerson Santos da Silva;20;Meio-campo;66
36;Atletico-MG;Amarelo;Jemerson de Jesus Nascimento;34;Zagueiro;51
36;Flamengo;Amarelo;Léo Pereira;4;Zagueiro;73
36;Flamengo;Amarelo;Fabrício Bruno;15;Zagueiro;45
36;Atletico-MG;Amarelo;Matías Zaracho;15;Meio-campo;45
36;Cuiaba;Amarelo;Matheus Alexandre Anastácio de Souza;2;Meio-campo;47
36;Internacional;Amarelo;Pedro Henrique Konzen;28;Atacante;96
36;Cuiaba;Amarelo;Filipe Augusto Carvalho Souza;5;Meio-campo;75
36;Cuiaba;Amarelo;Raniele;14;Meio-campo;39
36;Internacional;Amarelo;Johnny Cardoso;30;Meio-campo;12
36;Bahia;Amarelo;Lucas Mugni;19;Meio-campo;92
36;Bahia;Amarelo;Kanu;4;Zagueiro;87
36;Sao Paulo;Amarelo;Caio Paulista;38;Atacante;98
36;Sao Paulo;Amarelo;Lucas Beraldo;35;Zagueiro;81
36;Bahia;Amarelo;Rafael Ratão;11;Atacante;90
36;Bahia;Amarelo;Yago Rocha;20;Meio-campo;54
36;Sao Paulo;Amarelo;Talles Macedo Toledo Costa;37;Meio-campo;91
36;Coritiba;Amarelo;Benjamín Kuscevic;13;Zagueiro;97
36;Coritiba;Amarelo;Robson Fernandes;30;Meio-campo;34
36;Botafogo-RJ;Amarelo;Tiquinho Soares;9;Atacante;7
36;Botafogo-RJ;Vermelho;Carlos Eduardo de Oliveira Alves;33;Atacante;32
36;Coritiba;Amarelo;Andrey;7;Meio-campo;63
36;Coritiba;Amarelo;Thalisson Gabriel;14;Zagueiro;18
36;Coritiba;Vermelho;Jamerson Bahia;83;Zagueiro;45
36;Palmeiras;Amarelo;Kaiky Naves;34;Zagueiro;32
36;America-MG;Amarelo;Júlio César Alves Gonçalves;18;Zagueiro;15
36;Palmeiras;Amarelo;Richard Ríos;27;Meio-campo;55
36;America-MG;Amarelo;Éder;33;Zagueiro;36
36;Gremio;Amarelo;Felipe Carballo;8;Meio-campo;38
36;Goias;Amarelo;Apodi;22;Atacante;75
36;Gremio;Amarelo;Gustavo Martins;53;Zagueiro;67
36;Gremio;Amarelo;Nathan Fernandes;32;Atacante;31
36;Goias;Amarelo;Julián Palacios;10;Atacante;48
36;Cruzeiro;Amarelo;William de Asevedo Furtado;12;Zagueiro;68
36;Cruzeiro;Amarelo;Ian Luccas;20;Meio-campo;14
36;Athletico-PR;Amarelo;Hugo Moura;17;Meio-campo;87
36;Athletico-PR;Amarelo;Matheus Felipe Santos Nascimento;42;Zagueiro;40
36;Cruzeiro;Amarelo;Neris;27;Zagueiro;39
36;Athletico-PR;Amarelo;Rômulo José Cardoso da Cruz;35;Atacante;94
36;Athletico-PR;Amarelo;Carlos de Menezes Júnior;25;Zagueiro;79
36;Fortaleza;Amarelo;Pedro Augusto;21;Meio-campo;72
36;Fortaleza;Amarelo;João Ricardo Riedi;1;Goleiro;48
36;Bragantino;Vermelho;Eric dos Santos Rodrigues;7;Meio-campo;74
36;Bragantino;Amarelo;Juninho Capixaba;29;Zagueiro;44
